Country	ISO3	ISO2	Continent	Region	Capital_Latitude_Deg	Capital_Longitude_Deg	Land_Area_SqKm	Population_2024_Ref_Millions	GDP_2024_Ref_USD_Billions	Population_Year_Millions	Year	Fossil_Share_Of_Energy_Index	Energy_Intensity_Index	Temperature_Anomaly_C	Annual_Mean_Temp_C	Summer_Mean_Temp_C	Winter_Mean_Temp_C	Annual_Max_Temp_C	Annual_Min_Temp_C	Heatwave_Days	Frost_Days	CO2_Emissions_Total_Mt	CO2_Per_Capita_Tons	Methane_Emissions_MtCO2e	N2O_Emissions_MtCO2e	CO2_Energy_Sector_Mt	CO2_Transportation_Mt	CO2_Industrial_Mt	CO2_Residential_Mt	Renewable_Energy_Share_Pct	Coal_Consumption_Mtoe	Oil_Consumption_Mtoe	Gas_Consumption_Mtoe	Electricity_Consumption_TWh	Solar_Installed_Capacity_GW	Wind_Installed_Capacity_GW	Hydropower_Installed_Capacity_GW	Forest_Area_Pct_Of_Land	Forest_Area_SqKm	Forest_Loss_Annual_SqKm	Deforestation_Rate_Pct_Per_Yr	Reforestation_Annual_SqKm	Tree_Cover_Net_Change_Pct_Per_Yr	Annual_Rainfall_mm	Drought_Index_0to100	Water_Avail_CumM3PerCapita	Freshwater_Withdrawal_Pct_Of_Avail	Groundwater_Level_Index	Crop_Yield_Index	Soil_Moisture_Pct	Irrigated_Area_Pct_Of_AgriLand	Agri_Emissions_MtCO2e	Food_Production_Index	Sea_Level_Rise_Cumulative_mm	Ocean_Heat_Content_Index	Ocean_pH	Coastal_Flood_Risk_Index_0to100	PM2_5_Annual_Mean_ug_m3	PM10_Annual_Mean_ug_m3	Air_Quality_Index	Ozone_Annual_Mean_ug_m3	NO2_Annual_Mean_ug_m3	Hurricanes	Cyclones	Flood_Events_Count	Wildfires	Landslides	Tornadoes	Storms	Drought_Events_Count	Endangered_Species_Count	Habitat_Loss_Index_0to100	Coral_Bleaching_Index_0to100	Wildlife_Population_Index	GDP_Current_USD_Billions	GDP_Loss_Climate_Pct	Climate_Damage_Cost_USD_Billions	Agricultural_Loss_USD_Billions	Disaster_Insurance_Loss_USD_Billions	Heat_Related_Deaths	Heat_Related_Deaths_Per_Million	Respiratory_Disease_Rate_Per100k	Climate_Displaced_Persons_Thousands	Food_Insecurity_Index_0to100	Climate_Policy_Score_0to100	Net_Zero_Target	Carbon_Tax_USD_Per_TonCO2	Protected_Area_Pct_Of_Land	Environmental_Performance_Index	SDG_Climate_Score_0to100	ESG_Score	Green_Investment_USD_Billions	Recycling_Rate_Pct
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.658	2015	0.730381848	0.293814075	0.508	27.48	28.25	26.1	35.15	17.62	38	0	0.018	11.222	0.124	0.041	0.009	0.004	0.005	0.001	19.77	3.558	6.118	5.798	5.64	0.013	0.018	0.059	35.06	9834.7	3.57	0.036	1.58	-0.0071	2131.9	44.7	40479.4	16.37	95.9	99	45.2	25.2	0.043	111.5	88.35	14.48	8.054	42.9	23.63	39.99	56.2	28.33	19.39	0	0	3	1	2	2	1	1	143	6.1	81.5	97.1	9.086	1.651	0.15	0.056	0.1194	7.4	4.465	349.7	0.12	51.7	34.8	0	0	14.62	40.9	52.1	59.5	0.0124	20.8
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.671	2016	0.730381848	0.293814075	0.605	28.37	28.61	26.65	35.56	17.9	42	0	0.019	11.818	0.12	0.039	0.009	0.004	0.005	0.001	22.79	3.583	6.632	5.271	5.76	0.017	0.014	0.055	32.33	9068.9	2.19	0.024	0.79	-0.005	2276.6	47.3	40447.2	17.14	97.9	103.2	31.5	33.6	0.052	107.1	91.61	15.21	8.0546	48.9	25.21	40.77	61.4	36.18	22.41	1	0	1	1	0	1	1	1	149	13	83.2	82.2	10.266	1.54	0.158	0.0648	0.0464	7.8	4.669	420.6	0.09	53.2	43.1	0	0	17.51	53.8	43.8	48.2	0.0242	14.8
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.684	2017	0.730381848	0.293814075	0.521	27.7	29.37	25.87	37.22	20.27	35	0	0.019	11.77	0.112	0.045	0.01	0.004	0.004	0.001	22.06	2.633	7.641	5.469	5.49	0.022	0.022	0.06	25.76	7225.9	4.04	0.056	1.91	-0.0076	2061.4	45.2	40415.1	16.96	97.7	99.4	34.3	32.3	0.039	104.1	92.89	12.26	8.0634	37.4	19.82	31.79	42	39.27	21.37	0	0	2	0	0	0	1	0	154	10.7	66.1	80.8	9.552	0.936	0.089	0.0591	0.0347	5.5	3.266	418	0.13	51.6	40.9	0	23.84	23.94	49.7	40.5	52.5	0.0091	17.9
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.697	2018	0.730381848	0.293814075	0.567	28.06	29.08	26.49	36.89	20.03	38	0	0.018	11.191	0.111	0.044	0.008	0.004	0.005	0.001	25.14	2.507	6.693	6.767	7.29	0.029	0.022	0.061	32.4	9088.5	4.22	0.046	1.1	-0.0111	2077.6	52.7	40383	17.28	93.4	94	37.9	40.2	0.048	106	100.32	16.67	8.0547	36.5	17.01	28.15	42.8	26.23	14.88	1	0	2	3	0	1	0	0	151	13.1	89.1	89.7	9.339	1.87	0.175	0.0641	0.0849	6.1	3.594	325.3	0.23	71	40.2	0	0	18.98	48.8	49.4	58	0.0225	16.9
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.711	2019	0.730381848	0.293814075	0.734	28.17	28.97	26.09	32.98	19.23	41	0	0.018	11.064	0.144	0.036	0.009	0.004	0.005	0.001	23.29	2.425	5.624	8.153	8.03	0.024	0.025	0.061	30.81	8642.5	2.72	0.031	1.58	-0.0041	2107.8	62	40350.9	18.93	97.9	96	28.6	38.7	0.045	114.4	104.65	19.7	8.0488	42.8	26.89	43.26	57.8	35.78	20.74	1	0	2	5	0	0	1	4	113	7.5	100	87.4	10.305	0.87	0.09	0.0769	0.1318	7.5	4.385	477.3	0.44	56.3	39.7	0	0	19.51	51.8	45.9	58.6	0.0133	11.2
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.724	2020	0.730381848	0.293814075	0.773	28.64	29.88	26.85	35.88	18.42	39	0	0.018	11.059	0.129	0.045	0.009	0.004	0.005	0.001	30.89	3.562	5.731	6.52	8.97	0.029	0.022	0.064	38.5	10799.6	3.33	0.031	1.24	-0.0075	2146.8	55.6	40318.9	23.33	101.2	106.1	29.5	29.1	0.049	115.5	109.77	21.89	8.0585	30.7	16.12	25.3	45.6	33.7	16.1	0	0	2	5	1	0	1	0	157	19.8	100	83.4	10.636	1.313	0.14	0.0733	0.1117	8.2	4.757	361.7	0.19	54.4	45.7	0	0	22.6	55.1	56.1	60.4	0.0306	14.7
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.737	2021	0.730381848	0.293814075	0.832	28.64	30.11	27.57	38.45	19.76	49	0	0.018	10.842	0.154	0.044	0.009	0.004	0.005	0.001	33.57	2.208	7.671	6.379	11.22	0.031	0.026	0.055	32.19	9029.6	2.32	0.026	1.31	-0.0036	2036.2	59.5	40287	11.78	100.1	104.3	34.5	40	0.047	123	114.62	25.54	8.0574	47.6	19.31	29.08	46.9	29.11	18.21	2	1	1	7	0	0	1	1	158	21.3	100	88.5	10.418	2.337	0.243	0.0746	0.1571	9.5	5.469	326	0.51	59.5	34.8	1	0	20.02	43.9	52.8	56.3	0.0168	17.1
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.75	2022	0.730381848	0.293814075	0.741	27.52	29.11	26.62	36.45	18.17	42	0	0.02	12.114	0.128	0.047	0.01	0.004	0.005	0.001	26.23	3.796	5.559	6.463	6.17	0.038	0.023	0.06	33.99	9534.5	3.32	0.035	1.49	-0.0065	2434.2	52.9	40255.1	13.34	101.2	96	37.3	31	0.035	105.2	115.6	18.72	8.0515	38.5	21.06	34.83	47.3	36.45	18.47	1	1	3	1	0	0	0	2	167	27.6	96.1	82	11.646	1.414	0.165		0.1072	6.9	3.942	377.4	0.27	60.6	34.2	0	0	13.79	46.6	42.3	42.2	0.0128	23.6
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.764	2023	0.730381848	0.293814075	0.488	28.59	29.43	26.91	37.59	21.53	40	0	0.019	11.345	0.121	0.043	0.009	0.004	0.005	0.001	32.74	2.736	6.548	7.011	7.87	0.04	0.032	0.065	28.39	7963.7	2.52	0.032	1.95	-0.002	2042	59.3	40223.3	15.93	99.3	105.9	32.5	30.8	0.045	119.5	120.11	13.26	8.0497	52.7	25.31	35.15	61.4	37.37	13.73	0	0	1	1	2	0	1	5	147	9.8	75.2	88.7	11.226	1.135	0.127	0.0803	0.0606	7.2	4.083	446	0.24	56.8	40.1	1	39.85	11.5	52.8	53	49.7	0.0292	16.3
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.777	2024	0.730381848	0.293814075	0.645	28.71	30.44	27.35	37.01	20.85	39	0	0.018	10.487	0.144	0.041	0.009	0.003	0.005	0.001	35.37	3.175	7.025	5.856	1.96	0.051	0.027	0.068	34.02	9543	3.05	0.032	1.67	-0.0049	2185.5	50	40191.5	17.11	102.1	117	33.7	45.2	0.045	137.8	129.05	16.17	8.0499	53.6	18.72	29.94	44.8	34.46	19.65	0	0	1	5	0	0	1	0	158	18.6	90	81.7	11.652	1.466	0.171	0.0757	0.1422	8.1	4.559	362.8	0.18	56.8	41.8	0	36.71	12.99	36.8	50.6	49.1	0.0185	19.3
Equatorial Guinea	GNQ	GQ	Africa	Middle Africa	1.65	10.27	28051	1.7	12	1.79	2025	0.730381848	0.293814075	0.8	27.93	29.04	26.17	37.01	17.92	42	0	0.018	10.429	0.134	0.049	0.009	0.003	0.005	0.001	34.7	2.879	6.375	7.115	6.41	0.041	0.041	0.06	36.94	10362	1.89	0.018	1.6	-0.001	2163.1	67.5	40159.7	14.23	95.7	96.2	24.7	41.7	0.053	102.4	132.14	23.45	8.0446	55	20.85	29.71	59.5	35.95	12.87	0	1	1	5	1	0	0	2	162	13	100	81.4	10.626	1.882	0.2	0.0833	0.1145	8.2	4.581	384.5	0.17	69.5	34.1	1	39.01	10.3	49.8	58.8	43.7	0.0401	16.3
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	2.886	1990	0.296173453	0.02	-0.122	21.3	25.5	17.57	32.18	10.14	24	4	0	0.156	0.243	0.095	0	0	0	0	2.81	0.132	0.143	0.21	3.69	0	0	0.017	36.53	42959.3	17.91	0.042	1.36	-0.0141	1748.8	48.7	30441.4	13.11	105.5	84.6	37.1	22.9	0.077	71.2	0	-5.21	8.0995	14.1		7.98		17.59	10.8	0	0	3	1	1	0	0	2	146	0	0	96.8	0.769	0.286	0.002	0.0053		8.6	2.98	208.7	0.42	61.5	15.7	0	0	5.56	26.1	28.6			0
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	2.915	1991	0.296173453	0.02	-0.057	21.61	23.89	18.4	29.23	14.2	25	7	0	0.16	0.276	0.076	0	0	0	0	4.31	0.109	0.177	0.202	2.27	0	0	0.02	33.1	38925.6	15.39	0.04	2.3	-0.0111	1885.5	48.5	30392.4	11.57	96.8	83.5	38.7	23.1	0.07	65.5	1.12	-1.37	8.0961	17.2		4		17.46	5	0	0		1	0	0	0	0	123	0		96.8	0.734	0.796	0.006	0.0051		10.1	3.465	150.8	0.47	70.9	21.5	0	0	6.8	16.9	30.9	35	0	0.5
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	2.944	1992	0.296173453	0.02	0.011	21.39	24.71	18	29.41	13.71	26	13	0	0.155	0.222	0.079	0	0	0	0	5.84	0.182	0.162	0.161	0.1	0	0	0.02	26.64	31328.6	19.39	0.062	1.38	-0.0153	1769.5	40.9	30343.5	6.74	98.6	88.3	38.8	25.3	0.073	77.3	7.04	2.07	8.098	17.4	7.9			18.99	14.39	1	0	1	3	1	1	0	1	133	4.9	10.7	100.9	0.839	1.164	0.01	0.0052		7.1	2.412	244.2	0.76	63.7	19	0	0	1.27	26.3	31.3	26.8	0	0
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	2.973	1993	0.296173453	0.02	0.157	21.81	24.98	17.93	32.73	11.89	30	6	0.001	0.172	0.203	0.089	0	0	0	0	2.61	0.154	0.186	0.165	3.75	0	0	0.02	26.49	31152.2	11.92	0.038	2.25	-0.0082	1915.1	48.1	30294.7	8.99	91	82.1	33.6	22.4	0.068	67.4	7.98	4.56	8.0962	23.5	6.91			14.15	5.73	1	0	2	2	0	1	0	0	112	1.2	25.9	94.9	0.967	1.338	0.013	0.0067	0.0052	11.8	3.97	320.7	0.51	66.8	21.4	0		8.19	26.3	38.9			10.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.001	1994	0.296173453	0.02	0.023	21.76	25.33	18.08	29.42	10.66	26	3	0.001	0.18	0.217	0.097	0	0	0	0	8.41	0.166	0.234	0.114	1.54	0	0	0.02	27.45	32281.2	24.66	0.076	1.76	-0.0195	1668.7	38.7	30246.2	8.34	93.5	90.2	44.4	13.2	0.079	83.8	13.46	-0.78	8.095	13.8		9.23	21.3	17.67	9.06	0	0	0	1	1	1	0	0	147	8.9		94.7	0.976	1.829	0.018	0.0059		12.6	4.198	266.1	0.27	53.1	13.5	0	0	8	28.4	30.8			16.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.03	1995	0.296173453	0.02	0.006	20.06	24.58	16.36	29.13	9.5	25	6	0.001	0.189	0.285	0.1	0	0	0	0	5.72	0.086	0.229	0.193	2.51	0	0	0.018	35.81	42112.6	19.01	0.045	1.12	-0.0152	1736.4	49.2	30197.8	11.96	102.5	81.8	39.8	18.6	0.09	71	14.92	0.83	8.0905	21.5			12.3	16.72	7.32	0	0	0	1	2	0	1	2	149	0.7		100.3	1.007	1.429	0.014	0.007		12.6	4.158	190.8	0.74	66.5	10.4	0		9.47	26.5	36.6	19.7	0	1.2
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7		3.059	1996	0.296173453	0.02	0.046	20.86	24.95	17.23	31.88	8.3	25	5	0.001	0.174	0.272	0.076	0	0	0	0	10.24	0.119	0.196	0.201	4.76	0	0	0.019	29.95	35221.2	24.56	0.07	2.18	-0.019	1788.9	34.4	30149.5	10.12	97.9	90.4	41.2	23.3	0.089	87	16.69	2.19	8.0895	18.6	11.44	17.06	22.8	24.05	17.21	0	0	2	0	0	0	1	0	125	3.4	15.8	100.7	1.054	1.086	0.011	0.006		12		290	0.44	48.9	11.8	0	0	2.41		28.6	39.1	0	2.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.088	1997	0.296173453	0.02	0.111	21.7	24.78	18.01	32.85	9.56	28	8	0.001	0.177	0.261	0.083	0	0	0	0	10.82	0.138	0.188	0.197	0.84	0	0	0.019	28.43	33433.7	15.9	0.048	1.71	-0.0121	1776.2	46.6	30101.4	8.85	95.6	94.6	41.8	21.2	0.087	84.5	24.23	4.77	8.0842	14.6	6.72	11.17	10.2	29.49	9.48	0	0	0	1	0	0	0	2	134	4.9	27.6	93.8	1.072	2.009	0.022	0.0069	0.0016	14.3	4.631	243.8	0.44	66.6	14.6	0	0	13.87		32.2	37	0	10.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.117	1998	0.296173453	0.02	0.112	21.16	23.21	17.44	27.59	9.43	24	0	0.001	0.199	0.265	0.079	0	0	0	0	6.67	0.125	0.227	0.174	3.72	0	0	0.021	27.26	32057.8	13.46	0.042	2.01	-0.0097	1745.4	40.3	30053.5	8.23	100.5	89.9	36.5	29.7	0.067	86.5	28.19	0.75	8.0896	25	5.1	7.37	17.1	32.27	8.69	0	0	3	2	1	0	2	0	133	5	9	97.3	1.204	1.409	0.017	0.0074	0.0054	9.5	3.048	196.9	0.68	59.8	26.3	0	0	3.57	28	38.8		0	0.4
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.146	1999	0.296173453	0.02	0.167	21.28	24.99		32.32	9.4	29	3	0.001	0.206	0.296	0.093	0	0	0	0	7.84	0.135	0.265	0.132	3.03	0	0	0.02	28.38	33374.9	18.32	0.055	0.91	-0.0148	1872.8	56.8	30005.7	8.29	101	83.7	38.5	25.2	0.091	72.5	28.42	6.94	8.0901	26.8	6.87	10.62	9.4	13.85	3.49	3	0	2	2	0	0	0	2	137	8.1	35.9	92.3	1.187	1.901	0.023	0.0089	0.0047	14	4.45	285.4	0.93	73.4	23.7	0	0	0.1	29.4	29	30.8	0	1
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.175	2000	0.296173453	0.02	0.142	21.47	24.85	16.85	32.37	12.2	28	0	0.001	0.186	0.29	0.091	0	0	0	0	8.01	0.156	0.191	0.192	5.98	0	0	0.021		42253.7	17.43	0.041	2.25	-0.0129	1776.3	50.5	29958	11.1	98.1	81.1	39.1	26.5	0.09	77.5	26.95	5.37	8.083	20	8.9	13.08	23	17.99	4.19	0	1	4	2	0	0	1	2	143	9.4	28.8	98.5	1.243	1.61	0.02	0.0088	0.0078	12.4	3.906	270.7	0.58	83.8	10.3	0	0	9.01	25.6	21.2	39.3	0	7.7
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.203	2001	0.296173453	0.02	0.084	20.68	25.56	17.49	34.29	13.45	27	17	0.001	0.216	0.263	0.088	0	0	0	0	8.32	0.126	0.212	0.204	2.18	0	0	0.019	30.13	35432.9	19.19	0.054	1.84	-0.0148	1826	48.6	29910.5	4.12	103.7	94.5	34.4	29.2	0.074	89.4	32.95	2.21	8.0759	16.9	11.17	16.94	30.6	29.83	12.36	0	0	1	1	0	0	0	0	148	8.6	11	94.8	1.411	2.258	0.032	0.0093	0.0026	14.3	4.464	253.5	0.36	60.2	19.8	0	0	7.07		37.2	40.2		4.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.232	2002	0.296173453	0.02	0.181	22.43	25.77	19.04	34.59	14.39	31	9	0.001	0.203	0.293	0.097	0	0	0	0	11.47	0.163	0.223	0.162	5.24	0	0	0.023	34.41	40466.2	23.93	0.059	1.11	-0.0194	1815.8	54.1	29863.2	9.46	98.1	84.3	39.2	23.5	0.074	78.8	34.21	5.34	8.0736	18.5	11.12	16.73	19	27.29	9.78	0	0	2	1	0	0	0	1	137	7.6	29.8	99.1	1.409	1.509	0.021	0.0102	0.0043	15.7	4.857	216.7	0.49	69.3	14.2	0	0	8.74	25	34.2	32.2	0	6.9
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.261	2003	0.296173453	0.02	0.026	20.89	24.42	17.26	28.63	9.73	28	7	0.001	0.23	0.32	0.098	0	0	0	0	9.09	0.136	0.251	0.163	2.17	0	0	0.024	30.87	36303.1	22.88	0.063	1.06	-0.0186	1861.4	63.1	29816	7.59	99.6	88.9	30.6	26.7	0.085	82.1	40.95	-0.39	8.08	26.9	8.69	15.16	20.8	10.11	4.79	0	0	3	3	1	0	0	3	143	7.9	8.1	97.1	1.391	1.039	0.014	0.0108	0.0073	16	4.906	280.8	0.53	75.2	12.1	0		8.46	27.5	35.6		0.0001	4.4
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.29	2004	0.296173453	0.02	0.233	20.8	24.43	17.2	31.18	10.63	29	6	0.001	0.242	0.297	0.087	0	0	0	0	14.74	0.094	0.225	0.237	2.26	0	0	0.021	30.16	35468.2	24.02	0.068	2.01	-0.0187	1831.4	50.4	29768.9	6.36	98.4	91.9	35.7	30.4	0.09	89.2	43.62	7.27	8.0759	28.7	6.27	9.49	19.7	16.53	8.45	0	0	2	0	0	0	1	0	147	8.1	35.3	91.9	1.483	1.703	0.025	0.01		13.9	4.225	229.4	0.29	64.7	26.2	0		13.38	33	32.3			11
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.319	2005	0.296173453	0.02	0.287	20.67	24.82	17.01	30.29	9.1	27	0	0.001	0.217	0.286	0.107	0	0	0	0	12.27	0.127	0.256	0.177	5.95	0	0.001	0.024	23.56	27706.6	26.66	0.096	1.09	-0.0217	1920.8	54.3	29722	9.53	98	75.5	43.4	26.5	0.092	74.7	49.35	8.97	8.0813	27.7	2.52	4	8.1	34.11	2.42	1	0	1	4	1	0	0	1	159	11.3	46.5	89.6	1.377	1.482	0.02	0.0104	0.0075	14	4.218	145	0.9	73.1	9.6	0			30.7	36.9	28.7	0.0002	8.7
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.348	2006	0.296173453	0.02	0.288	20.81	24.9	16.42	33.32	12.29	29	4	0.001	0.237	0.316	0.105	0	0	0	0	17.18	0.115	0.23	0.221	5.74	0	0.001	0.025	24.67	29011.9	27.04	0.093	2.25	-0.0211	1827.3	48.7	29675.3	5.72	99.2	99.3	32.8	24.9	0.079	91.8	52.26	8.74	8.0726	31.6	9.87	15.96	20.2	27.64	16.27	0	1	2	4	0	1	0	0	147	10	39.7	91.2	1.624	1.586	0.026	0.0104		13.5	4.033	239.6	0.67	68.3	7.8	0	0	5.56	26.7	25.3	23.9	0.0004	11
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.377	2007	0.296173453	0.02	0.226		25.66	17.91	34.46	12.19	26	4	0.001	0.225	0.335	0.111	0	0	0	0	15.86	0.097	0.278	0.195	2.35	0	0.001	0.021	39.44	46381.4	20.03	0.043	0.99	-0.0162	1828.6	53.5	29628.7	3.59	101.3	89.5	35.9	16	0.096	89.9	56.99	5.5	8.0773	33	7.94	11.91	11.9	25.04	11.32	2	0	2	2	0	0	1	0	165	14.8	25.3	93.7	1.82	2.107	0.038	0.0128	0.0107	11.9	3.524	135.6	0.76	66.6	9.9	0	0	3.88	21	32	32.6		2.7
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.405	2008	0.296173453	0.02	0.337	21.94	25.21	18.95	33.15	10.4	31	3	0.001	0.239	0.326	0.089	0	0	0	0	12.71	0.158	0.155	0.265	4.7	0	0.001	0.025	30.67	36067.9	23.72	0.066	2.27	-0.0182	1755.3	47.6	29582.2	10.66	94.4	90.9	35.5	24.6	0.088	95.5	58.28	9.8	8.0733	19.1	10.66	17.48	21.1	22.12	18.86	2	0	5	4	1	0		2	157	13.8	46.7	86.8	1.759	1.531	0.027	0.0116		18.2	5.344	284	1.37	71.3	21.5	0	0	0.1	24.5	36.4	43		5.5
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.434	2009	0.296173453	0.02	0.276	23.35	26.94	20.43	35.94	15.17	28	9	0.001	0.259	0.328	0.106	0	0	0	0	15.76	0.142	0.215	0.224	5.64	0.001	0.002	0.021	28.29	33269	20.51	0.062	1.15	-0.0165	1940	53.3	29535.9	6.94	98.1	93.6	40.9	31.4	0.08	87.9	63.5	7.76	8.0677	35.9	13.11	21.39	35.7	30.97	6.87	0	0	1	1	2	0	0	1	148	12.3	35.5	91.1	1.496	1.884	0.028	0.0104		13.3	3.873	272.4	0.55	64.1	23.2	0	8.09	8.65	27.9	29.2		0.0006	3.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.463	2010	0.296173453	0.02	0.353	21.75	25.37	18.23	31.34	12.07	32	11	0.001	0.256	0.26	0.104	0	0	0	0	8.67	0.164	0.221	0.198	3.04	0.001	0.002	0.021	31.17	36655.9	24.15	0.066	2.27	-0.0186	1742.2	50.7	29489.7	10.53	101.7	86.4	37.7	32.7	0.095	89	67.12	7.93	8.0713	25	7.15	12.49	22.7	12.75	10.47	0	0	1	1	0	0	3	2	139	14	39.1	84.1	2.092	0.817	0.017	0.0146		12.5	3.609	283.6	0.72	73.2	27	0	0	0.52	25.3	33.9	45	0.0011	4.9
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.492	2011	0.296173453	0.02	0.444	22.86	26.01	19.29	30.9	13.18	33	6	0.001	0.26	0.315	0.099	0	0	0	0	7.58	0.127	0.243	0.22	3.6	0.002	0.003	0.023	33.12	38949.1	18.29	0.047	1.46	-0.0143	1757.8	59.7	29443.7	8.97	103.4	87.7	34.3	28.5	0.099	89.1	71.85	11.65	8.0608	35.5	9.63	14.93	12.1	26.97	2.83	0	0	4	1	0	0	0	1	166	15.2	52.4	84.4	1.72	1.227	0.021	0.013		14.9	4.267	239.6	0.79	74.5	19.4	0		9.73	26.8	36.2	36.1		11.7
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.521	2012	0.296173453	0.02	0.461	22.57	26.04	18.97	33.79	12.47	38	6	0.001	0.236	0.3	0.1	0	0	0	0	12.44	0.134	0.217	0.243	6.64	0.002	0.002	0.023	26.97	31716.7	20.48	0.065	1.49	-0.0161	1789.7	63.6	29397.8	0.5	99.9	86.3	33.6	31.8	0.093	85.5	75.79	13.29	8.0648	31	9.34	16.46	14.8	25.68	7.93	1	0	2	3	2	1	0	0	165	20.3	57.9	85.6	1.831	1.62	0.03	0.0144	0.0133	13.8	3.919	217.5	0.6	79.2	21.3	0	0	8.58	32.3	38.2	27.8	0.0009	8.6
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.55	2013	0.296173453	0.02	0.2	20.66	24.56	18.03	29.85	11.71	31	13	0.001	0.248	0.308	0.105	0	0	0	0	14.92	0.162	0.223	0.21	5.86	0.003	0.003	0.023	31.68	37255.7	21.42	0.057	1.11	-0.0173	1714.3	48.5	29352.1	12.5	100		44.3	23.5	0.088	97.7	81.19	3.35	8.0768	34.9	8.59	10.88	21.1	27.26	11.83	0	0	1	1	2	0	1	0	164	20.2	21.1	89.9	2.265	1.773	0.04	0.015	0.011	13.8	3.888	411	0.66	69.4	26	0	0	4.93	25.2	36.5		0.0022	0
Eritrea	ERI	ER	Africa	Eastern Africa	15.18	39.78	117600	3.7	2.6	3.579	2014	0.296173453	0.02	0.406	22.23	26.78	17.67	32.18	10.07	33	9	0.001	0.275	0.29	0.12	0	0	0	0	19.84	0.101	0.315	0.185	1.89	0.004	0.003	0.024	34.21	40231	25.33	0.063	1.17	-0.0205	1597.6	61.1	29306.5	13.89	97.2	87.7	34.6	21.5	0.088	90.9	80.86	11.21	8.0597	39.5	7.33	10.66	22	18.02	10.14	0	0	1	3	2	0	1	1	147	11.7	44.4	93.7	2.31	0.814	0.019	0.0177	0.0139	14.3	3.996	236.3	0.72	67.9	18.6	0	0	6.99	33.1	37.9		0.0019	12.5
